company_name,parent_country,city,county,sector,operational_status,confidence,source_url,notes,data_source
Mirwec Film,Japan,Bloomington,Monroe,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Mitsubishi Caterpillar Forklift America,Japan,Indianapolis,Marion,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. MCFA; Mitsubishi Logisnext / Caterpillar JV. Forklifts/material handling.,JETRO
Mitsubishi Heavy Industries Climate Control,Japan,Franklin,Johnson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1200 N. Mitsubishi Parkway, Franklin 46131. HVAC systems.",JETRO
Mitsubishi Turbocharger and Engine America,Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Mitsubishi Heavy Industries group; turbochargers.,JETRO
Mitsui Sumitomo Marine Mgmt. (USA) Insurance,Japan,Princeton,Gibson,Services,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Insurance; Mitsui Sumitomo Insurance (Tokyo).,JETRO
MonoSol LLC (LaPorte),Japan,Michigan City,LaPorte,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Kuraray group; water-soluble films.,JETRO
MonoSol LLC (Lake),Japan,Portage,Lake,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
MonoSol LLC (Porter),Japan,Portage,Porter,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Kuraray group.,JETRO
MonoSol LLC – Duneland,Japan,Portage,Porter,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Moriden America, Inc. (Hamilton)",Japan,Noblesville,Hamilton,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 915 Western Drive, Indianapolis 46241. Interior fabrics; Moriden Co. (Fukuoka).",JETRO
"Moriden America, Inc. (Marion)",Japan,Indianapolis,Marion,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Mytex Polymers US Corp.,Japan,Jeffersonville,Clark,Chemicals,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
N.S.U. Corp.,Japan,Merrillville,Lake,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 8757 Colorado Street, Merrillville 46410.",JETRO
"NAC, Inc.",Japan,North Vernon,Jennings,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 250 Industrial Drive, North Vernon 47265.",JETRO
NB Coating,Japan,Gary,Lake,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
NGK Metal Corporation,Japan,Elkhart,Elkhart,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 21412 Protecta Drive, Elkhart 46516. NGK Spark Plug group; beryllium copper.",JETRO
NHK Seating of America Inc,Japan,Frankfort,Clinton,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Phase 4: $38M new facility 2020 / 100 jobs. See Phase 4 APAC Sweep sheet.,JETRO
NIDEC Sankyo America Corp.,Japan,Shelbyville,Shelby,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nidec Sankyo Corp. (Nagano); motors/card readers.,JETRO
NSK Corp. (Hendricks),Japan,Avon,Hendricks,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NSK Ltd. (Tokyo); bearings/steering. Multiple IN locations.,JETRO
NSK Corp. (Johnson),Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Phase 4: $30.2M expansion 2013/46 jobs; $66M expansion 2023/72 jobs. See Phase 4 APAC Sweep sheet.,JETRO
NSK Corporation (Union),Japan,Liberty,Union,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1112 Kitchel Road, Liberty 47353. NSK Ltd.; bearings.",JETRO
NSK Precision America,Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 3400 Bearing Drive, Franklin 46131.",JETRO
NTK Precision Axle Corp.,Japan,Frankfort,Clinton,Automotive,Active,Medium,https://www.chicago.us.emb-japan.go.jp/JcomplistEng.pdf,NTN group. Established 2004. Address: multiple — also has Madison County plant.,JETRO
NTK Precision Axle Corp. (Madison),Japan,Anderson,Madison,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NTN group; axle shafts/wheel hubs. Multiple locations.,JETRO
NTN Bearing Corp. of America (Decatur),Japan,Greensburg,Decatur,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 987 N. US Hwy 421, Greensburg 47240. NTN group bearing manufacturing.",JETRO
NTN Bearing Corporation of America,Japan,Greensburg,Boone,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NTN group bearing distribution. Note: JcomplistEng lists NTN Bearing at 987 N US Hwy 421, Greensburg (Decatur Co.) — may be separate facility.",JETRO
NVIC North Vernon Industry Corp.,Japan,North Vernon,Jennings,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 250 Industrial Drive, North Vernon 47265.",JETRO
Nachi America Inc.,Japan,Franklin,Johnson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nachi-Fujikoshi Corp. (Toyama, Japan); bearings/cutting tools/robots.",JETRO
Nachi Technology,Japan,Franklin,Johnson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Nachi Tool America,Japan,Franklin,Johnson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Nagakura Engineering Works Co.,Japan,Columbus,Bartholomew,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Nakashima Indiana Mfg Inc,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Neturen USA,Japan,Noblesville,Hamilton,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Neturen Co. (Tokyo); steel wire.,JETRO
New Japan,Japan,Columbus,Bartholomew,Services,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 3820 25th St., Columbus 47203. Japanese restaurant/cultural facility.",JETRO
Nidec Automotive Motor Americas LLC,Japan,Indianapolis,Marion,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nidec Corp.; electric motors for auto.,JETRO
Nidec Motor Corporation,Japan,Princeton,Gibson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nidec Corp. (Kyoto); electric motors.,JETRO
Nikkei MC Aluminum America Inc.,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Aluminum die casting.,JETRO
Nippon Express USA,Japan,Indianapolis,Marion,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 3830 Hanna Circle, Indianapolis 46241.",JETRO
Nippon Steel Pipe America,Japan,Seymour,Jackson,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nippon Steel Corp. (Tokyo); steel pipe/tube products.,JETRO
Nipro PharmaPackaging Americas,Japan,Greensburg,Decatur,Medical/Pharma,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nipro Corporation (Osaka); pharmaceutical glass containers.,JETRO
Nishikawa Cooper LLC,Japan,Fort Wayne,Allen,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Sealing systems; Nishikawa Rubber + Cooper Standard JV. Multiple IN locations.,JETRO
Nishikawa Cooper LLC (LaGrange),Japan,LaGrange,LaGrange,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Sealing systems; one of multiple IN Nishikawa locations.,JETRO
Nishikawa Cooper LLC (Marshall),Japan,Plymouth,Marshall,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Sealing systems. Multiple IN county locations.,JETRO
Nitto Denko Corp.,Japan,Indianapolis,Marion,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nitto Denko Corp. (Osaka); specialty tapes/films.,JETRO
"Nitto, Inc.",Japan,Lebanon,Boone,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Nitto Denko group; adhesive tapes/films.,JETRO
"North American Lighting, Inc.",Japan,Booneville,Warrick,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Stanley Electric Co. (Tokyo); automotive lighting. One of multiple US plants.,JETRO
O & K American Corp.,Japan,Seymour,Jackson,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"OCS America, Inc.",Japan,Avon,Hendricks,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 10103 Old National Rd., US 40, Avon 46241.",JETRO
OP Nutrition,Japan,Peru,Miami,Food/Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
"OSR, Inc.",Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Columbus confirmed.,JETRO
"Oji Intertech, Inc.",Japan,North Manchester,Wabash,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 906 W. Hanley Road, North Manchester. Oji Holdings group.",JETRO
Okaya Electric America,Japan,Valparaiso,Porter,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 503 Wall Street, Valparaiso 46383. Okaya Electric Industries; EMI filters.",JETRO
One Solution Logistics of Indiana,Japan,Greensburg,Decatur,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"PK USA, Inc.",Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 600 Northridge Drive, Shelbyville 46176.",JETRO
PROMAX Automotive Inc.,Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
PTS Technology Center,Japan,Columbus,Bartholomew,Technology,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Pilkington North America (Johnson),Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NSG Group (Nippon Sheet Glass); auto glass. Multiple IN locations.,JETRO
Pilkington North America (Shelby),Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NSG Group; auto glass. Multiple IN locations.,JETRO
Pilkington North America (St. Joseph),Japan,South Bend,St. Joseph,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. NSG Group; auto glass.,JETRO
"Plateplus, Inc.",Japan,Gary,Lake,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Powdertech International,Japan,Portage,Porter,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Precision Tools Service,Japan,Columbus,Bartholomew,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Precision Tools Service (Madison),Japan,Anderson,Madison,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Premium Composite Technology North America,Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Prolift Industrial Equipment,Japan,Evansville,Vanderburgh,Industrial Equipment,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Promax Logistics L.L.C.,Japan,Lafayette,Tippecanoe,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 3980 State Road 38 East, Lafayette 47905.",JETRO
Quadrant EPP USA,Japan,Fort Wayne,Allen,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Engineering plastics; Mitsubishi Chemical group.,JETRO
RKC Instrument USA,Japan,South Bend,St. Joseph,Electronics,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. RKC Instrument Inc. (Tokyo); temperature controllers.,JETRO
Red Spot Paint & Varnish,Japan,Evansville,Vanderburgh,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Japanese-affiliated ownership.,JETRO
Rightway Fasteners,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Ryobi Die Casting USA,Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Phase 4: $97.5M expansion 2016 / 150 jobs. See Phase 4 APAC Sweep sheet.,JETRO
SMC Corp. of America (Hamilton),Japan,Noblesville,Hamilton,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. SMC Corporation (Tokyo); pneumatics. Multiple US locations.,JETRO
SMC Corp. of America (Marion),Japan,Indianapolis,Marion,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Sanko Gosei,Japan,Fort Wayne,Allen,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Sanko-Peterson Corp.,Japan,Richmond,Wayne,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 505 Industrial Parkway, Richmond 47374.",JETRO
"Sankyo America, Inc.",Japan,Indianapolis,Marion,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 6101 W. 80th Street, Indianapolis 46278.",JETRO
Sankyo Hosetract Industries,Japan,Fort Wayne,Allen,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Sankyo Seiki (America), Inc.",Japan,Shelbyville,Shelby,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 275 Northridge Drive, Shelbyville 46176. Nidec Sankyo; motors.",JETRO
"Sanoh America, Inc.",Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Sanoh Industrial Co. (Yokohama); fuel/brake tubing for autos.,JETRO
Sanyo-Verbatim CD Company,Japan,Richmond,Wayne,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1767 Sheridan Street, Richmond 47374. Former JV (Sanyo/Verbatim). Check current operational status.",JETRO
Seavac USA LLC,Japan,Fort Wayne,Allen,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Shinsho-Meihoku Wire,Japan,Columbus,Bartholomew,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Shintoa International, Inc.",Japan,Indianapolis,Marion,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 135 N. Pennsylvania St., Suite 1360, Indianapolis 46204.",JETRO
"Sintering Technologies, Inc.",Japan,Greensburg,Decatur,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Greensburg confirmed.,JETRO
Sony DADC US INC.,Japan,Terre Haute,Vigo,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Sony group; disc manufacturing/logistics.,JETRO
